id,dateYear,dateMonth,employeePositionID
532,2025,12,29
533,2025,3,30
534,2025,4,30
535,2025,5,30
536,2025,6,30
537,2025,7,30
538,2025,8,30
539,2025,9,30
540,2025,10,30
541,2025,11,30
542,2025,12,30
543,2020,1,31
544,2020,2,31
545,2020,3,31
546,2020,4,31
547,2020,5,31
548,2020,6,31
549,2020,7,31
550,2020,8,31
551,2020,9,31
552,2020,10,31
553,2020,11,31
554,2020,12,31
555,2021,1,31
556,2021,2,31
557,2021,3,31
558,2021,4,31
559,2021,5,31
560,2021,6,31
561,2021,7,31
562,2021,8,31
563,2021,9,31
564,2021,10,31
565,2021,11,31
566,2021,12,31
567,2022,1,31
568,2022,2,31
569,2022,3,31
570,2022,4,31
571,2022,5,31
572,2022,6,31
573,2022,7,31
574,2022,8,31
575,2022,9,31
576,2022,10,31
577,2022,11,31
578,2022,12,31
579,2023,1,31
580,2023,2,31
581,2023,3,31
582,2023,4,31
583,2023,5,31
584,2023,6,31
585,2023,7,31
586,2023,8,31
587,2023,9,31
588,2023,10,31
589,2023,11,31
590,2023,12,31
591,2024,1,31
592,2024,2,31
593,2024,3,31
594,2024,4,31
595,2024,5,31
596,2024,5,32
597,2024,6,32
598,2024,7,32
599,2024,8,32
600,2024,9,32
601,2024,10,32
602,2024,11,32
603,2024,12,32
604,2025,1,32
605,2025,2,32
606,2025,3,32
607,2025,4,32
608,2025,5,32
609,2025,6,32
610,2025,7,32
611,2025,8,32
612,2025,9,32
613,2025,10,32
614,2025,11,32
615,2025,12,32
616,2022,2,33
617,2022,3,33
618,2022,4,33
619,2022,5,33
620,2022,6,33
621,2022,7,33
622,2022,8,33
623,2022,9,33
624,2022,10,33
625,2022,11,33
626,2022,12,33
627,2023,1,33
628,2023,2,33
629,2023,3,33
630,2023,4,33
631,2023,5,33
632,2023,6,33
633,2023,7,33
634,2023,8,33
635,2023,9,33
636,2023,10,33
637,2023,11,33
638,2023,12,33
639,2024,1,33
640,2024,2,33
641,2024,3,33
642,2024,4,33
643,2024,5,33
644,2024,6,33
645,2024,7,33
646,2024,8,33
647,2024,9,33
648,2024,10,33
649,2024,11,33
650,2024,12,33
651,2025,1,33
652,2025,2,33
653,2025,3,33
654,2025,4,33
655,2025,5,33
656,2025,6,33
657,2025,7,33
658,2025,8,33
659,2025,9,33
660,2025,10,33
661,2025,11,33
662,2025,12,33
663,2022,11,34
664,2022,12,34
665,2023,1,34
666,2023,2,34
667,2023,3,34
668,2023,4,34
669,2023,5,34
670,2023,6,34
671,2023,7,34
672,2023,8,34
673,2023,9,34
674,2023,10,34
675,2023,11,34
676,2023,12,34
677,2024,1,34
678,2024,2,34
679,2024,3,34
680,2024,4,34
681,2024,5,34
682,2024,6,34
683,2024,7,34
684,2024,8,34
685,2024,9,34
686,2024,10,34
687,2024,11,34
688,2024,12,34
689,2025,1,34
690,2025,2,34
691,2025,3,34
692,2025,4,34
693,2025,5,34
694,2025,6,34
695,2025,7,34
696,2025,8,34
697,2025,9,34
698,2025,10,34
699,2025,11,34
700,2025,12,34
701,2025,4,35
702,2025,5,35
703,2025,6,35
704,2025,7,35
705,2025,8,35
706,2025,9,35
707,2025,10,35
708,2025,11,35
709,2025,12,35
710,2025,4,36
711,2025,5,36
712,2025,6,36
713,2025,7,36
714,2025,8,36
715,2025,9,36
716,2025,9,37
717,2025,10,37
718,2025,11,37
719,2025,11,38
720,2025,12,38
721,2021,2,39
722,2021,3,39
723,2021,4,39
724,2021,5,39
725,2021,6,39
726,2021,7,39
727,2021,8,39
728,2021,9,39
729,2021,10,39
730,2021,11,39
731,2021,12,39
732,2022,1,39
733,2022,2,39
734,2022,3,39
735,2022,4,39
736,2022,5,39
737,2022,6,39
738,2022,7,39
739,2022,8,39
740,2022,9,39
741,2022,10,39
742,2022,11,39
743,2022,12,39
744,2023,1,39
745,2023,2,39
746,2023,3,39
747,2023,4,39
748,2023,5,39
749,2023,6,39
750,2023,7,39
751,2023,8,39
752,2023,9,39
753,2023,10,39
754,2023,11,39
755,2023,12,39
756,2024,1,39
757,2024,2,39
758,2024,3,39
759,2024,4,39
760,2024,5,39
761,2024,6,39
762,2024,7,39
763,2024,8,39
764,2024,9,39
765,2024,10,39
766,2024,11,39
767,2024,12,39
768,2025,1,39
769,2025,2,39
770,2025,3,39
771,2025,4,39
772,2025,5,39
773,2025,6,39
774,2025,7,39
775,2025,8,39
776,2025,9,39
777,2025,10,39
778,2025,11,39
779,2025,12,39
780,2025,11,40
781,2025,12,40
782,2020,10,41
783,2020,11,41
784,2020,12,41
785,2021,1,41
786,2021,2,41
787,2021,3,41
788,2021,4,41
789,2021,5,41
790,2021,6,41
791,2021,7,41
792,2021,8,41
793,2021,9,41
794,2021,10,41
795,2021,11,41
796,2021,12,41
797,2022,1,41
798,2022,2,41
799,2022,3,41
800,2022,4,41
801,2022,5,41
802,2022,6,41
803,2022,7,41
804,2022,8,41
805,2022,9,41
806,2022,10,41
807,2022,11,41
808,2022,12,41
809,2023,1,41
810,2023,2,41
811,2023,3,41
812,2023,4,41
813,2023,5,41
814,2023,6,41
815,2023,7,41
816,2023,8,41
817,2023,9,41
818,2023,10,41
819,2023,11,41
820,2023,12,41
821,2024,1,41
822,2024,2,41
823,2024,3,41
824,2024,4,41
825,2024,5,41
826,2024,6,41
827,2024,7,41
828,2024,8,41
829,2024,9,41
830,2024,10,41
831,2024,11,41
832,2024,12,41
833,2025,1,41
834,2025,2,41
835,2025,3,41
836,2025,4,41
837,2025,5,41
838,2025,6,41
839,2025,7,41
840,2025,8,41
841,2025,9,41
842,2025,10,41
843,2025,11,41
844,2025,12,41
845,2020,11,42
846,2020,12,42
847,2021,1,42
848,2021,2,42
849,2021,3,42
850,2021,4,42
851,2021,5,42
852,2021,6,42
853,2021,7,42
854,2021,8,42
855,2021,9,42
856,2021,10,42
857,2021,11,42
858,2021,12,42
859,2022,1,42
860,2022,2,42
861,2022,3,42
862,2022,4,42
863,2022,5,42
864,2022,6,42
865,2022,7,42
866,2022,8,42
867,2022,9,42
868,2022,10,42
869,2022,11,42
870,2022,12,42
871,2023,1,42
872,2023,2,42
873,2023,3,42
874,2023,4,42
875,2023,5,42
876,2023,6,42
877,2023,7,42
878,2023,8,42
879,2023,9,42
880,2023,10,42
881,2023,11,42
882,2023,12,42
883,2024,1,42
884,2024,2,42
885,2024,3,42
886,2024,4,42
887,2024,5,42
888,2024,6,42
889,2024,7,42
890,2024,8,42
891,2024,9,42
892,2024,10,42
893,2024,11,42
894,2024,12,42
895,2025,1,42
896,2025,2,42
897,2025,3,42
898,2025,4,42
899,2025,5,42
900,2025,6,42
901,2025,7,42
902,2025,8,42
903,2025,9,42
904,2025,10,42
905,2025,11,42
906,2025,12,42
907,2021,12,43
908,2022,1,43
909,2022,2,43
910,2022,3,43
911,2022,4,43
912,2022,5,43
913,2022,6,43
914,2022,7,43
915,2022,8,43
916,2022,9,43
917,2022,10,43
918,2022,11,43
919,2022,12,43
920,2023,1,43
921,2023,2,43
922,2023,3,43
923,2023,4,43
924,2023,5,43
925,2023,6,43
926,2023,7,43
927,2023,8,43
928,2023,9,43
929,2023,10,43
930,2023,11,43
931,2023,12,43
932,2024,1,43
933,2024,2,43
934,2024,3,43
935,2024,4,43
936,2024,5,43
937,2024,6,43
938,2024,7,43
939,2024,8,43
940,2024,9,43
941,2024,10,43
942,2024,11,43
943,2024,12,43
944,2025,1,43
945,2025,2,43
946,2025,3,43
947,2025,4,43
948,2025,5,43
949,2025,6,43
950,2025,7,43
951,2025,8,43
952,2025,9,43
953,2025,10,43
954,2025,11,43
955,2025,12,43
956,2020,8,44
957,2020,9,44
958,2020,10,44
959,2020,11,44
960,2020,12,44
961,2021,1,44
962,2021,2,44
963,2021,3,44
964,2021,4,44
965,2021,5,44
966,2021,6,44
967,2021,7,44
968,2021,8,44
969,2021,9,44
970,2021,10,44
971,2021,11,44
972,2021,12,44
973,2022,1,44
974,2022,2,44
975,2022,3,44
976,2022,4,44
977,2022,5,44
978,2022,6,44
979,2022,7,44
980,2022,8,44
981,2022,9,44
982,2022,10,44
983,2022,11,44
984,2022,12,44
985,2023,1,44
986,2023,2,44
987,2023,3,44
988,2023,4,44
989,2023,5,44
990,2023,6,44
991,2023,7,44
992,2023,8,44
993,2023,9,44
994,2023,10,44
995,2023,11,44
996,2023,12,44
997,2024,1,44
998,2024,2,44
999,2024,3,44
1000,2024,4,44
1001,2024,5,44
1002,2024,6,44
1003,2024,7,44
1004,2024,8,44
1005,2024,9,44
1006,2024,10,44
1007,2024,11,44
1008,2024,12,44
1009,2025,1,44
1010,2025,2,44
1011,2025,3,44
1012,2025,4,44
1013,2025,5,44
1014,2025,6,44
1015,2025,7,44
1016,2025,8,44
1017,2025,9,44
1018,2025,10,44
1019,2025,11,44
1020,2025,12,44
1021,2021,11,45
1022,2021,12,45
1023,2022,1,45
1024,2022,2,45
1025,2022,3,45
1026,2022,4,45
1027,2022,5,45
1028,2022,6,45
1029,2022,7,45
1030,2022,8,45
1031,2022,9,45
1032,2022,10,45
1033,2022,11,45
1034,2022,12,45
1035,2023,1,45
1036,2023,2,45
1037,2023,3,45
1038,2023,4,45
1039,2023,5,45
1040,2023,6,45
1041,2023,7,45
1042,2023,8,45
1043,2023,9,45
1044,2023,10,45
1045,2023,11,45
1046,2023,12,45
1047,2024,1,45
1048,2024,2,45
1049,2024,3,45
1050,2024,4,45
1051,2024,5,45
1052,2024,6,45
1053,2024,7,45
1054,2024,8,45
1055,2024,9,45
1056,2024,10,45
1057,2024,11,45
1058,2024,12,45
1059,2025,1,45
1060,2025,2,45
1061,2025,3,45
1062,2025,4,45
1063,2025,5,45
1064,2025,6,45
1065,2025,7,45
1066,2025,8,45
1067,2025,9,45
1068,2025,10,45
1069,2025,11,45
1070,2025,12,45
1071,2022,5,46
1072,2022,6,46
1073,2022,7,46
1074,2022,8,46
1075,2022,9,46
1076,2022,10,46
1077,2022,11,46
1078,2022,12,46
1079,2023,1,46
1080,2023,2,46
1081,2023,3,46
1082,2023,4,46
1083,2023,5,46
1084,2023,6,46
1085,2023,7,46
1086,2023,8,46
1087,2023,9,46
1088,2023,10,46
1089,2023,11,46
1090,2023,11,47
1091,2023,12,47
1092,2024,1,47
1093,2024,2,47
1094,2024,3,47
1095,2024,4,47
1096,2024,5,47
1097,2024,6,47
1098,2024,7,47
1099,2024,8,47
1100,2024,9,47
1101,2024,10,47
1102,2024,11,47
1103,2024,12,47
1104,2025,1,47
1105,2025,2,47
1106,2025,3,47
1107,2025,4,47
1108,2025,5,47
1109,2025,5,48
1110,2025,6,48
1111,2025,7,48
1112,2025,8,48
1113,2025,9,48
1114,2025,10,48
1115,2025,11,48
1116,2025,12,48
1117,2022,9,49
1118,2022,10,49
1119,2022,11,49
1120,2022,12,49
1121,2023,1,49
1122,2023,2,49
1123,2023,3,49
1124,2023,4,49
1125,2023,5,49
1126,2023,6,49
1127,2023,7,49
1128,2023,8,49
1129,2023,9,49
1130,2023,10,49
1131,2023,11,49
1132,2023,12,49
1133,2024,1,49
1134,2024,2,49
1135,2024,3,49
1136,2024,4,49
1137,2024,5,49
1138,2024,6,49
1139,2024,7,49
1140,2024,8,49
1141,2024,9,49
1142,2024,10,49
1143,2024,11,49
1144,2024,12,49
1145,2025,1,49
1146,2025,2,49
1147,2025,3,49
1148,2025,4,49
1149,2025,5,49
1150,2025,6,49
1151,2025,7,49
1152,2025,8,49
1153,2025,9,49
1154,2025,10,49
1155,2025,11,49
1156,2025,12,49
1157,2023,3,50
1158,2023,4,50
1159,2023,5,50
1160,2023,6,50
1161,2023,7,50
1162,2023,8,50
1163,2023,9,50
1164,2023,10,50
1165,2023,11,50
1166,2023,12,50
1167,2024,1,50
1168,2024,2,50
1169,2024,3,50
1170,2024,4,50
1171,2024,5,50
1172,2024,6,50
1173,2024,7,50
1174,2024,8,50
1175,2024,9,50
1176,2024,10,50
1177,2024,11,50
1178,2024,12,50
1179,2025,1,50
1180,2025,2,50
1181,2025,3,50
1182,2025,4,50
1183,2025,5,50
1184,2025,6,50
1185,2025,7,50
1186,2025,8,50
1187,2025,9,50
1188,2025,10,50
1189,2025,11,50
1190,2025,12,50
1191,2020,6,51
1192,2020,7,51
1193,2020,8,51
1194,2020,9,51
1195,2020,10,51
1196,2020,11,51
1197,2020,12,51
1198,2021,1,51
1199,2021,2,51
1200,2021,3,51
1201,2021,4,51
1202,2021,5,51
1203,2021,6,51
1204,2021,7,51
1205,2021,8,51
1206,2021,9,51
1207,2021,10,51
1208,2021,11,51
1209,2021,12,51
1210,2022,1,51
1211,2022,2,51
1212,2022,3,51
1213,2022,4,51
1214,2022,5,51
1215,2022,6,51
1216,2022,7,51
1217,2022,8,51
1218,2022,9,51
1219,2022,10,51
1220,2022,11,51
1221,2022,12,51
1222,2023,1,51
1223,2023,2,51
1224,2023,3,51
1225,2023,4,51
1226,2023,5,51
1227,2023,6,51
1228,2023,7,51
1229,2023,8,51
1230,2023,9,51
1231,2023,10,51
1232,2023,11,51
1233,2023,12,51
1234,2024,1,51
1235,2024,2,51
1236,2024,3,51
1237,2024,4,51
1238,2024,5,51
1239,2024,6,51
1240,2024,7,51
1241,2024,8,51
1242,2024,9,51
1243,2024,10,51
1244,2024,11,51
1245,2024,12,51
1246,2025,1,51
1247,2025,2,51
1248,2025,3,51
1249,2025,4,51
1250,2025,5,51
1251,2025,6,51
1252,2025,7,51
1253,2025,8,51
1254,2025,9,51
1255,2025,10,51
1256,2025,11,51
1257,2025,12,51
1258,2022,3,52
1259,2022,4,52
1260,2022,5,52
1261,2022,6,52
1262,2022,7,52
1263,2022,8,52
1264,2022,9,52
1265,2022,10,52
1266,2022,11,52
1267,2022,12,52
1268,2023,1,52
1269,2023,2,52
1270,2023,3,52
1271,2023,4,52
1272,2023,5,52
1273,2023,6,52
1274,2023,7,52
1275,2023,8,52
1276,2023,9,52
1277,2023,10,52
1278,2023,11,52
1279,2023,12,52
1280,2024,1,52
1281,2024,2,52
1282,2024,3,52
1283,2024,4,52
1284,2024,5,52
1285,2024,6,52
1286,2024,7,52
1287,2024,8,52
1288,2024,9,52
1289,2024,10,52
1290,2024,11,52
1291,2024,12,52
1292,2025,1,52
1293,2025,2,52
1294,2025,3,52
1295,2025,4,52
1296,2025,5,52
1297,2025,6,52
1298,2025,7,52
1299,2025,8,52
1300,2025,9,52
1301,2025,10,52
1302,2025,11,52
1303,2025,12,52
1304,2024,11,53
1305,2024,12,53
1306,2024,12,54
1307,2025,1,54
1308,2025,2,54
1309,2025,3,54
1310,2025,4,54
1311,2025,5,54
1312,2025,6,54
1313,2025,7,54
1314,2025,8,54
1315,2025,9,54
1316,2025,9,55
1317,2025,10,55
1318,2025,11,55
1319,2025,11,56
1320,2025,12,56
1321,2025,12,57
1322,2025,12,58
1323,2020,2,59
1324,2020,3,59
1325,2020,4,59
1326,2020,5,59
1327,2020,6,59
1328,2020,7,59
1329,2020,7,60
1330,2020,8,60
1331,2020,9,60
1332,2020,10,60
1333,2020,11,60
1334,2020,12,60
1335,2021,1,60
1336,2021,2,60
1337,2021,3,60
1338,2021,4,60
1339,2021,5,60
1340,2021,6,60
1341,2021,7,60
1342,2021,8,60
1343,2021,9,60
1344,2021,10,60
1345,2021,11,60
1346,2021,12,60
1347,2022,1,60
1348,2022,2,60
1349,2022,3,60
1350,2022,4,60
1351,2022,5,60
1352,2022,6,60
1353,2022,7,60
1354,2022,8,60
1355,2022,9,60
1356,2022,10,60
1357,2022,11,60
1358,2022,12,60
1359,2023,1,60
1360,2023,2,60
1361,2023,3,60
1362,2023,4,60
1363,2023,5,60
1364,2023,6,60
1365,2023,7,60
1366,2023,8,60
1367,2023,9,60
1368,2023,10,60
1369,2023,11,60
1370,2023,12,60
1371,2024,1,60
1372,2024,2,60
1373,2024,3,60
1374,2024,4,60
1375,2024,5,60
1376,2024,6,60
1377,2024,7,60
1378,2024,8,60
1379,2024,9,60
1380,2024,10,60
1381,2024,11,60
1382,2024,12,60
1383,2025,1,60
1384,2025,2,60
1385,2025,3,60
1386,2025,4,60
1387,2025,5,60
1388,2025,6,60
1389,2025,7,60
1390,2025,8,60
1391,2025,9,60
1392,2025,10,60
1393,2025,11,60
1394,2025,12,60
1395,2020,2,61
1396,2020,3,61
1397,2020,4,61
1398,2020,5,61
1399,2020,6,61
1400,2020,7,61
1401,2020,8,61
1402,2020,9,61
1403,2020,10,61
1404,2020,11,61
1405,2020,12,61
1406,2021,1,61
1407,2021,2,61
1408,2021,3,61
1409,2021,4,61
1410,2021,5,61
1411,2021,6,61
1412,2021,7,61
1413,2021,8,61
1414,2021,9,61
1415,2021,10,61
1416,2021,11,61
1417,2021,12,61
1418,2022,1,61
1419,2022,2,61
1420,2022,3,61
1421,2022,4,61
1422,2022,5,61
1423,2022,6,61
1424,2022,7,61
1425,2022,8,61
1426,2022,9,61
1427,2022,10,61
1428,2022,11,61
1429,2022,12,61
1430,2023,1,61
1431,2023,2,61
1432,2023,3,61
1433,2023,4,61
1434,2023,5,61
1435,2023,6,61
1436,2023,7,61
1437,2023,8,61
1438,2023,9,61
1439,2023,10,61
1440,2023,11,61
1441,2023,12,61
1442,2024,1,61
1443,2024,2,61
1444,2024,3,61
1445,2024,4,61
1446,2024,5,61
1447,2024,6,61
1448,2024,7,61
1449,2024,8,61
1450,2024,9,61
1451,2024,10,61
1452,2024,11,61
1453,2024,12,61
1454,2025,1,61
1455,2025,1,62
1456,2025,2,62
1457,2025,3,62
1458,2025,4,62
1459,2025,5,62
1460,2025,6,62
1461,2025,7,62
1462,2025,8,62
1463,2025,9,62
1464,2025,10,62
1465,2025,11,62
1466,2025,12,62
1467,2025,2,63
1468,2025,3,63
1469,2025,4,63
1470,2025,5,63
1471,2025,6,63
1472,2025,7,63
1473,2025,8,63
1474,2025,9,63
1475,2025,10,63
1476,2025,11,63
1477,2025,12,63
1478,2023,7,64
1479,2023,8,64
1480,2023,9,64
1481,2023,10,64
1482,2023,11,64
1483,2023,12,64
1484,2024,1,64
1485,2024,2,64
1486,2024,3,64
1487,2024,4,64
1488,2024,5,64
1489,2024,6,64
1490,2024,7,64
1491,2024,8,64
1492,2024,9,64
1493,2024,10,64
1494,2024,11,64
1495,2024,12,64
